,appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,stopword,lemmatizer,stemmer,bigrams,bow,tag,future,present_simple,present_con,past
102,Photomath,senuke nuke,"March 31, 2019",5,EDUCATION,2019-04-21,this is perfect,3.0,['perfect'],"['this', 'is', 'perfect']",thi is perfect,"[('this', 'is'), ('is', 'perfect')]",this is perfect,"['DT', 'VBZ', 'JJ']",0,1,0,0
103,,Colby Jennings,"March 17, 2019",5,FINANCE,2019-05-01,easy to use,3.0,"['easy', 'use']","['easy', 'to', 'use']",easi to use,"[('easy', 'to'), ('to', 'use')]",easy to use,"['JJ', 'TO', 'VB']",0,0,0,0
104,"Calm - Meditate, Sleep, Relax",Tishonie Chaudion,"February 26, 2019",5,HEALTH_AND_FITNESS,2019-04-01,i love this Great start and meditation in,8.0,"['love', 'great', 'start', 'meditation']","['i', 'love', 'this', 'great', 'start', 'and', 'meditation', 'in']",i love thi great start and medit in,"[('i', 'love'), ('love', 'this'), ('this', 'great'), ('great', 'start'), ('start', 'and'), ('and', 'meditation'), ('meditation', 'in')]",i love this Great start and meditation in,"['RB', 'VBP', 'DT', 'NNP', 'NN', 'CC', 'NN', 'IN']",0,1,0,0
105,Amazon Alexa,Tiger Lee,"March 11, 2019",1,MUSIC_AND_AUDIO,2019-05-09, T WORK AT ALL  ,4.0,['work'],"['t', 'work', 'at', 'all']",t work at all,"[('t', 'work'), ('work', 'at'), ('at', 'all')]", T WORK AT ALL  ,"['NNP', 'NNP', 'NNP', 'NNP']",0,0,0,0
106,Bitmoji – Your Personal Emoji,Fine Ass Amy Fresh,"March 22, 2019",5,ENTERTAINMENT,2019-03-24,I love this ,3.0,['love'],"['i', 'love', 'this']",i love thi,"[('i', 'love'), ('love', 'this')]",I love this ,"['PRP', 'VBP', 'DT']",0,1,0,0
107,Photomath,sage powdrell,"April 28, 2019",5,EDUCATION,2019-05-09,i find it to be a very and efficient way to solve math on various and,16.0,"['find', 'efficient', 'way', 'solve', 'math', 'various']","['i', 'find', 'it', 'to', 'be', 'a', 'very', 'and', 'efficient', 'way', 'to', 'solve', 'math', 'on', 'various', 'and']",i find it to be a veri and effici way to solv math on variou and,"[('i', 'find'), ('find', 'it'), ('it', 'to'), ('to', 'be'), ('be', 'a'), ('a', 'very'), ('very', 'and'), ('and', 'efficient'), ('efficient', 'way'), ('way', 'to'), ('to', 'solve'), ('solve', 'math'), ('math', 'on'), ('on', 'various'), ('various', 'and')]",i find it to be a very and efficient way to solve math on various and,"['NN', 'VBP', 'PRP', 'TO', 'VB', 'DT', 'RB', 'CC', 'JJ', 'NN', 'TO', 'VB', 'NN', 'IN', 'JJ', 'CC']",0,1,0,0
108,Tag with Ryan,Guyguy Kiamenga,"April 21, 2019",5,FAMILY,2019-05-09,It  s fun and a real on,7.0,"['fun', 'real']","['it', 's', 'fun', 'and', 'a', 'real', 'on']",it s fun and a real on,"[('it', 's'), ('s', 'fun'), ('fun', 'and'), ('and', 'a'), ('a', 'real'), ('real', 'on')]",It  s fun and a real on,"['PRP', 'VBZ', 'NN', 'CC', 'DT', 'JJ', 'IN']",0,1,0,0
109,Lose It! - Calorie Counter,Steven Schumacher,"March 14, 2019",3,HEALTH_AND_FITNESS,2019-03-16,Good  Food page could be organized better  maybe show the top 3 for each letter and then be able to expand for the rest  My list of is getting long and its a pain to find repeat  Also  could add the option to sort by food type  meat  cheese  ,49.0,"['good', 'food', 'page', 'could', 'organized', 'better', 'maybe', 'show', 'top', '3', 'letter', 'able', 'expand', 'rest', 'list', 'getting', 'long', 'pain', 'find', 'repeat', 'also', 'could', 'add', 'option', 'sort', 'food', 'type', 'meat', 'cheese']","['good', 'food', 'page', 'could', 'be', 'organized', 'better', 'maybe', 'show', 'the', 'top', '3', 'for', 'each', 'letter', 'and', 'then', 'be', 'able', 'to', 'expand', 'for', 'the', 'rest', 'my', 'list', 'of', 'is', 'getting', 'long', 'and', 'it', 'a', 'pain', 'to', 'find', 'repeat', 'also', 'could', 'add', 'the', 'option', 'to', 'sort', 'by', 'food', 'type', 'meat', 'cheese']",good food page could be organ better mayb show the top 3 for each letter and then be abl to expand for the rest my list of is get long and it a pain to find repeat also could add the option to sort by food type meat chees,"[('good', 'food'), ('food', 'page'), ('page', 'could'), ('could', 'be'), ('be', 'organized'), ('organized', 'better'), ('better', 'maybe'), ('maybe', 'show'), ('show', 'the'), ('the', 'top'), ('top', '3'), ('3', 'for'), ('for', 'each'), ('each', 'letter'), ('letter', 'and'), ('and', 'then'), ('then', 'be'), ('be', 'able'), ('able', 'to'), ('to', 'expand'), ('expand', 'for'), ('for', 'the'), ('the', 'rest'), ('rest', 'my'), ('my', 'list'), ('list', 'of'), ('of', 'is'), ('is', 'getting'), ('getting', 'long'), ('long', 'and'), ('and', 'its'), ('its', 'a'), ('a', 'pain'), ('pain', 'to'), ('to', 'find'), ('find', 'repeat'), ('repeat', 'also'), ('also', 'could'), ('could', 'add'), ('add', 'the'), ('the', 'option'), ('option', 'to'), ('to', 'sort'), ('sort', 'by'), ('by', 'food'), ('food', 'type'), ('type', 'meat'), ('meat', 'cheese')]",Good  Food page could be organized better  maybe show the top 3 for each letter and then be able to expand for the rest  My list of is getting long and its a pain to find repeat  Also  could add the option to sort by food type  meat  cheese  ,"['JJ', 'NNP', 'NN', 'MD', 'VB', 'VBN', 'RBR', 'RB', 'VB', 'DT', 'JJ', 'CD', 'IN', 'DT', 'NN', 'CC', 'RB', 'VB', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'NNP', 'NN', 'IN', 'VBZ', 'VBG', 'RB', 'CC', 'PRP$', 'DT', 'NN', 'TO', 'VB', 'NN', 'RB', 'MD', 'VB', 'DT', 'NN', 'TO', 'VB', 'IN', 'NN', 'NN', 'NN', 'NN']",2,2,0,1
110,Lose It! - Calorie Counter,Lisa Marie Crowe,"August 31, 2018",5,HEALTH_AND_FITNESS,2019-04-01,Love it  is easy,4.0,"['love', 'easy']","['love', 'it', 'is', 'easy']",love it is easi,"[('love', 'it'), ('it', 'is'), ('is', 'easy')]",Love it  is easy,"['VB', 'PRP', 'VBZ', 'JJ']",0,1,0,0
111,Sweatcoin Pays You To Get Fit,Nellieis Deadinside,"March 30, 2019",2,HEALTH_AND_FITNESS,2019-04-01,it 1  000 is  1  but I  m sitting at 11  230 and I  made  2 ,16.0,"['1', '000', '1', 'sitting', '11', '230', 'made', '2']","['it', '1', '000', 'is', '1', 'but', 'i', 'm', 'sitting', 'at', '11', '230', 'and', 'i', 'made', '2']",it 1 000 is 1 but i m sit at 11 230 and i made 2,"[('it', '1'), ('1', '000'), ('000', 'is'), ('is', '1'), ('1', 'but'), ('but', 'i'), ('i', 'm'), ('m', 'sitting'), ('sitting', 'at'), ('at', '11'), ('11', '230'), ('230', 'and'), ('and', 'i'), ('i', 'made'), ('made', '2')]",it 1  000 is  1  but I  m sitting at 11  230 and I  made  2 ,"['PRP', 'CD', 'CD', 'VBZ', 'CD', 'CC', 'PRP', 'VBP', 'VBG', 'IN', 'CD', 'CD', 'CC', 'PRP', 'VBD', 'CD']",0,3,0,1
112,Tag with Ryan,A Google User,"February 12, 2019",5,FAMILY,2019-04-14,my brother this game he all the  s,8.0,"['brother', 'game']","['my', 'brother', 'this', 'game', 'he', 'all', 'the', 's']",my brother thi game he all the s,"[('my', 'brother'), ('brother', 'this'), ('this', 'game'), ('game', 'he'), ('he', 'all'), ('all', 'the'), ('the', 's')]",my brother this game he all the  s,"['PRP$', 'NN', 'DT', 'NN', 'PRP', 'PDT', 'DT', 'NN']",0,0,0,0
113,Amazon Alexa,Jun Chen,"January 31, 2019",1,MUSIC_AND_AUDIO,2019-04-14,not friendly to other  You need to change your system to to keep working,14.0,"['friendly', 'need', 'change', 'system', 'keep', 'working']","['not', 'friendly', 'to', 'other', 'you', 'need', 'to', 'change', 'your', 'system', 'to', 'to', 'keep', 'working']",not friendli to other you need to chang your system to to keep work,"[('not', 'friendly'), ('friendly', 'to'), ('to', 'other'), ('other', 'you'), ('you', 'need'), ('need', 'to'), ('to', 'change'), ('change', 'your'), ('your', 'system'), ('system', 'to'), ('to', 'to'), ('to', 'keep'), ('keep', 'working')]",not friendly to other  You need to change your system to to keep working,"['RB', 'RB', 'TO', 'JJ', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'TO', 'TO', 'VB', 'VBG']",0,2,0,0
114,Bitmoji – your personal emoji,Starri Gnostic,"April 10, 2019",5,ENTERTAINMENT,2019-04-21,I  m hooked after I found out they had my unique new hair color  Now I  made one on 5 friend  s so they can all use one  too  Some of them have trouble getting direct access through their messenger  s keyboard  but other than that it  s awesomely fun ,50.0,"['hooked', 'found', 'unique', 'new', 'hair', 'color', 'made', 'one', '5', 'friend', 'use', 'one', 'trouble', 'getting', 'direct', 'access', 'messenger', 'keyboard', 'awesomely', 'fun']","['i', 'm', 'hooked', 'after', 'i', 'found', 'out', 'they', 'had', 'my', 'unique', 'new', 'hair', 'color', 'now', 'i', 'made', 'one', 'on', '5', 'friend', 's', 'so', 'they', 'can', 'all', 'use', 'one', 'too', 'some', 'of', 'them', 'have', 'trouble', 'getting', 'direct', 'access', 'through', 'their', 'messenger', 's', 'keyboard', 'but', 'other', 'than', 'that', 'it', 's', 'awesomely', 'fun']",i m hook after i found out they had my uniqu new hair color now i made one on 5 friend s so they can all use one too some of them have troubl get direct access through their messeng s keyboard but other than that it s awesom fun,"[('i', 'm'), ('m', 'hooked'), ('hooked', 'after'), ('after', 'i'), ('i', 'found'), ('found', 'out'), ('out', 'they'), ('they', 'had'), ('had', 'my'), ('my', 'unique'), ('unique', 'new'), ('new', 'hair'), ('hair', 'color'), ('color', 'now'), ('now', 'i'), ('i', 'made'), ('made', 'one'), ('one', 'on'), ('on', '5'), ('5', 'friend'), ('friend', 's'), ('s', 'so'), ('so', 'they'), ('they', 'can'), ('can', 'all'), ('all', 'use'), ('use', 'one'), ('one', 'too'), ('too', 'some'), ('some', 'of'), ('of', 'them'), ('them', 'have'), ('have', 'trouble'), ('trouble', 'getting'), ('getting', 'direct'), ('direct', 'access'), ('access', 'through'), ('through', 'their'), ('their', 'messenger'), ('messenger', 's'), ('s', 'keyboard'), ('keyboard', 'but'), ('but', 'other'), ('other', 'than'), ('than', 'that'), ('that', 'it'), ('it', 's'), ('s', 'awesomely'), ('awesomely', 'fun')]",I  m hooked after I found out they had my unique new hair color  Now I  made one on 5 friend  s so they can all use one  too  Some of them have trouble getting direct access through their messenger  s keyboard  but other than that it  s awesomely fun ,"['PRP', 'VBP', 'JJ', 'IN', 'PRP', 'VBD', 'IN', 'PRP', 'VBD', 'PRP$', 'JJ', 'JJ', 'NN', 'NN', 'RB', 'PRP', 'VBD', 'CD', 'IN', 'CD', 'NN', 'NNS', 'IN', 'PRP', 'MD', 'DT', 'VB', 'CD', 'RB', 'DT', 'IN', 'PRP', 'VBP', 'NN', 'VBG', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'VB', 'NN', 'CC', 'JJ', 'IN', 'IN', 'PRP', 'VBZ', 'RB', 'JJ']",1,4,0,3
115,"Hulu: Stream TV, Movies & more",,"December 28, 2018",5,ENTERTAINMENT,2019-03-13,i love this,3.0,['love'],"['i', 'love', 'this']",i love thi,"[('i', 'love'), ('love', 'this')]",i love this,"['RB', 'VBP', 'DT']",0,1,0,0
116,Amazon Alexa,A Google User,"January 30, 2019",1,MUSIC_AND_AUDIO,2019-04-07,the more it the worse it to my  I dont use it for much for than  I have to close manually get the to play  for 30min  then nothing  yell to continue  and 1 out of 5 continue  the rest I have to force close and restart  So annoying  wont be a new one once it completely or I decide to physical destroy and just cable in my  is SO ,70.0,"['worse', 'dont', 'use', 'much', 'close', 'manually', 'get', 'play', '30min', 'nothing', 'yell', 'continue', '1', '5', 'continue', 'rest', 'force', 'close', 'restart', 'annoying', 'wont', 'new', 'one', 'completely', 'decide', 'physical', 'destroy', 'cable']","['the', 'more', 'it', 'the', 'worse', 'it', 'to', 'my', 'i', 'dont', 'use', 'it', 'for', 'much', 'for', 'than', 'i', 'have', 'to', 'close', 'manually', 'get', 'the', 'to', 'play', 'for', '30min', 'then', 'nothing', 'yell', 'to', 'continue', 'and', '1', 'out', 'of', '5', 'continue', 'the', 'rest', 'i', 'have', 'to', 'force', 'close', 'and', 'restart', 'so', 'annoying', 'wont', 'be', 'a', 'new', 'one', 'once', 'it', 'completely', 'or', 'i', 'decide', 'to', 'physical', 'destroy', 'and', 'just', 'cable', 'in', 'my', 'is', 'so']",the more it the wors it to my i dont use it for much for than i have to close manual get the to play for 30min then noth yell to continu and 1 out of 5 continu the rest i have to forc close and restart so annoy wont be a new one onc it complet or i decid to physic destroy and just cabl in my is so,"[('the', 'more'), ('more', 'it'), ('it', 'the'), ('the', 'worse'), ('worse', 'it'), ('it', 'to'), ('to', 'my'), ('my', 'i'), ('i', 'dont'), ('dont', 'use'), ('use', 'it'), ('it', 'for'), ('for', 'much'), ('much', 'for'), ('for', 'than'), ('than', 'i'), ('i', 'have'), ('have', 'to'), ('to', 'close'), ('close', 'manually'), ('manually', 'get'), ('get', 'the'), ('the', 'to'), ('to', 'play'), ('play', 'for'), ('for', '30min'), ('30min', 'then'), ('then', 'nothing'), ('nothing', 'yell'), ('yell', 'to'), ('to', 'continue'), ('continue', 'and'), ('and', '1'), ('1', 'out'), ('out', 'of'), ('of', '5'), ('5', 'continue'), ('continue', 'the'), ('the', 'rest'), ('rest', 'i'), ('i', 'have'), ('have', 'to'), ('to', 'force'), ('force', 'close'), ('close', 'and'), ('and', 'restart'), ('restart', 'so'), ('so', 'annoying'), ('annoying', 'wont'), ('wont', 'be'), ('be', 'a'), ('a', 'new'), ('new', 'one'), ('one', 'once'), ('once', 'it'), ('it', 'completely'), ('completely', 'or'), ('or', 'i'), ('i', 'decide'), ('decide', 'to'), ('to', 'physical'), ('physical', 'destroy'), ('destroy', 'and'), ('and', 'just'), ('just', 'cable'), ('cable', 'in'), ('in', 'my'), ('my', 'is'), ('is', 'so')]",the more it the worse it to my  I dont use it for much for than  I have to close manually get the to play  for 30min  then nothing  yell to continue  and 1 out of 5 continue  the rest I have to force close and restart  So annoying  wont be a new one once it completely or I decide to physical destroy and just cable in my  is SO ,"['DT', 'RBR', 'PRP', 'DT', 'JJR', 'PRP', 'TO', 'PRP$', 'PRP', 'VBP', 'VB', 'PRP', 'IN', 'RB', 'IN', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'RB', 'VB', 'DT', 'TO', 'VB', 'IN', 'CD', 'RB', 'NN', 'NN', 'TO', 'VB', 'CC', 'CD', 'IN', 'IN', 'CD', 'VBP', 'DT', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'RB', 'CC', 'VB', 'NNP', 'VBG', 'NN', 'VB', 'DT', 'JJ', 'CD', 'NN', 'PRP', 'RB', 'CC', 'PRP', 'VBP', 'TO', 'JJ', 'NN', 'CC', 'RB', 'NN', 'IN', 'PRP$', 'VBZ', 'RB']",0,7,0,0
117,Google Play Games,Mukesh Saini,"April 11, 2019",5,ENTERTAINMENT,2019-04-14,it is a to play many,6.0,"['play', 'many']","['it', 'is', 'a', 'to', 'play', 'many']",it is a to play mani,"[('it', 'is'), ('is', 'a'), ('a', 'to'), ('to', 'play'), ('play', 'many')]",it is a to play many,"['PRP', 'VBZ', 'DT', 'TO', 'VB', 'JJ']",0,1,0,0
118,Tomb of the Mask,mridula Madaan,"March 27, 2019",5,GAME_ACTION,2019-04-21,tomb  of  the  mask  game  is  very  good,8.0,"['tomb', 'mask', 'game', 'good']","['tomb', 'of', 'the', 'mask', 'game', 'is', 'very', 'good']",tomb of the mask game is veri good,"[('tomb', 'of'), ('of', 'the'), ('the', 'mask'), ('mask', 'game'), ('game', 'is'), ('is', 'very'), ('very', 'good')]",tomb  of  the  mask  game  is  very  good,"['NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'JJ']",0,1,0,0
119,Tinder,"Lyle, Watson","April 6, 2019",1,LIFESTYLE,2019-04-14,Help  I just got a new match and it  But few go by  I get a notification from said match  But I go to open the again and my match is still not showing up  What is going on ,39.0,"['help', 'got', 'new', 'match', 'go', 'get', 'notification', 'said', 'match', 'go', 'open', 'match', 'still', 'showing', 'going']","['help', 'i', 'just', 'got', 'a', 'new', 'match', 'and', 'it', 'but', 'few', 'go', 'by', 'i', 'get', 'a', 'notification', 'from', 'said', 'match', 'but', 'i', 'go', 'to', 'open', 'the', 'again', 'and', 'my', 'match', 'is', 'still', 'not', 'showing', 'up', 'what', 'is', 'going', 'on']",help i just got a new match and it but few go by i get a notif from said match but i go to open the again and my match is still not show up what is go on,"[('help', 'i'), ('i', 'just'), ('just', 'got'), ('got', 'a'), ('a', 'new'), ('new', 'match'), ('match', 'and'), ('and', 'it'), ('it', 'but'), ('but', 'few'), ('few', 'go'), ('go', 'by'), ('by', 'i'), ('i', 'get'), ('get', 'a'), ('a', 'notification'), ('notification', 'from'), ('from', 'said'), ('said', 'match'), ('match', 'but'), ('but', 'i'), ('i', 'go'), ('go', 'to'), ('to', 'open'), ('open', 'the'), ('the', 'again'), ('again', 'and'), ('and', 'my'), ('my', 'match'), ('match', 'is'), ('is', 'still'), ('still', 'not'), ('not', 'showing'), ('showing', 'up'), ('up', 'what'), ('what', 'is'), ('is', 'going'), ('going', 'on')]",Help  I just got a new match and it  But few go by  I get a notification from said match  But I go to open the again and my match is still not showing up  What is going on ,"['NNP', 'PRP', 'RB', 'VBD', 'DT', 'JJ', 'NN', 'CC', 'PRP', 'CC', 'JJ', 'NNS', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'VBD', 'NN', 'CC', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'RB', 'CC', 'PRP$', 'NN', 'VBZ', 'RB', 'RB', 'VBG', 'RP', 'WP', 'VBZ', 'VBG', 'IN']",0,6,0,2
120,,William Oliveira,"April 29, 2019",5,EDUCATION,2019-05-01,Even better than before  Great system and  Really easy to use and learn ,13.0,"['even', 'better', 'great', 'system', 'really', 'easy', 'use', 'learn']","['even', 'better', 'than', 'before', 'great', 'system', 'and', 'really', 'easy', 'to', 'use', 'and', 'learn']",even better than befor great system and realli easi to use and learn,"[('even', 'better'), ('better', 'than'), ('than', 'before'), ('before', 'great'), ('great', 'system'), ('system', 'and'), ('and', 'really'), ('really', 'easy'), ('easy', 'to'), ('to', 'use'), ('use', 'and'), ('and', 'learn')]",Even better than before  Great system and  Really easy to use and learn ,"['RB', 'JJR', 'IN', 'RB', 'NNP', 'NN', 'CC', 'RB', 'JJ', 'TO', 'VB', 'CC', 'VB']",0,0,0,0
121,TurboTax Tax Return App – Max Refund Guaranteed,Ash Green,"April 13, 2019",1,FINANCE,2019-05-09,Surprise at the end  Ended up costing about  150 to file because they require deluxe to file schedule 4 ,19.0,"['surprise', 'end', 'ended', 'costing', '150', 'file', 'require', 'deluxe', 'file', 'schedule', '4']","['surprise', 'at', 'the', 'end', 'ended', 'up', 'costing', 'about', '150', 'to', 'file', 'because', 'they', 'require', 'deluxe', 'to', 'file', 'schedule', '4']",surpris at the end end up cost about 150 to file becaus they requir delux to file schedul 4,"[('surprise', 'at'), ('at', 'the'), ('the', 'end'), ('end', 'ended'), ('ended', 'up'), ('up', 'costing'), ('costing', 'about'), ('about', '150'), ('150', 'to'), ('to', 'file'), ('file', 'because'), ('because', 'they'), ('they', 'require'), ('require', 'deluxe'), ('deluxe', 'to'), ('to', 'file'), ('file', 'schedule'), ('schedule', '4')]",Surprise at the end  Ended up costing about  150 to file because they require deluxe to file schedule 4 ,"['NN', 'IN', 'DT', 'NN', 'VBD', 'RP', 'VBG', 'IN', 'CD', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'JJ', 'TO', 'VB', 'NN', 'CD']",0,2,0,1
122,STARZ,A Google User,"December 3, 2018",5,ENTERTAINMENT,2019-04-21,It  s pretty awesome,4.0,"['pretty', 'awesome']","['it', 's', 'pretty', 'awesome']",it s pretti awesom,"[('it', 's'), ('s', 'pretty'), ('pretty', 'awesome')]",It  s pretty awesome,"['PRP', 'VBZ', 'JJ', 'JJ']",0,1,0,0
123,Sweatcoin Pays You To Get Fit,Joe Speeder,"March 6, 2019",5,HEALTH_AND_FITNESS,2019-03-24,run run run,3.0,"['run', 'run', 'run']","['run', 'run', 'run']",run run run,"[('run', 'run'), ('run', 'run')]",run run run,"['VB', 'NN', 'VB']",0,0,0,0
124,ClassDojo,emerald block,"January 25, 2019",5,EDUCATION,2019-04-21,is a very good way to keep up on your child  s progress on a daily basis ,17.0,"['good', 'way', 'keep', 'child', 'progress', 'daily', 'basis']","['is', 'a', 'very', 'good', 'way', 'to', 'keep', 'up', 'on', 'your', 'child', 's', 'progress', 'on', 'a', 'daily', 'basis']",is a veri good way to keep up on your child s progress on a daili basi,"[('is', 'a'), ('a', 'very'), ('very', 'good'), ('good', 'way'), ('way', 'to'), ('to', 'keep'), ('keep', 'up'), ('up', 'on'), ('on', 'your'), ('your', 'child'), ('child', 's'), ('s', 'progress'), ('progress', 'on'), ('on', 'a'), ('a', 'daily'), ('daily', 'basis')]",is a very good way to keep up on your child  s progress on a daily basis ,"['VBZ', 'DT', 'RB', 'JJ', 'NN', 'TO', 'VB', 'RP', 'IN', 'PRP$', 'NN', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']",0,1,0,0
125,,Heero 1447,"April 20, 2019",1,LIFESTYLE,2019-05-01,Now this endlessly that you have already on  Don  t waste any money on this garbage ,16.0,"['endlessly', 'already', 'waste', 'money', 'garbage']","['now', 'this', 'endlessly', 'that', 'you', 'have', 'already', 'on', 'don', 't', 'waste', 'any', 'money', 'on', 'this', 'garbage']",now thi endlessli that you have alreadi on don t wast ani money on thi garbag,"[('now', 'this'), ('this', 'endlessly'), ('endlessly', 'that'), ('that', 'you'), ('you', 'have'), ('have', 'already'), ('already', 'on'), ('on', 'don'), ('don', 't'), ('t', 'waste'), ('waste', 'any'), ('any', 'money'), ('money', 'on'), ('on', 'this'), ('this', 'garbage')]",Now this endlessly that you have already on  Don  t waste any money on this garbage ,"['RB', 'DT', 'RB', 'IN', 'PRP', 'VBP', 'RB', 'IN', 'NNP', 'JJ', 'NN', 'DT', 'NN', 'IN', 'DT', 'NN']",0,1,0,0
126,PUBG MOBILE,Vikas Rathore,"April 21, 2019",5,GAME_ACTION,2019-04-21,this is tha best game of,6.0,"['tha', 'best', 'game']","['this', 'is', 'tha', 'best', 'game', 'of']",thi is tha best game of,"[('this', 'is'), ('is', 'tha'), ('tha', 'best'), ('best', 'game'), ('game', 'of')]",this is tha best game of,"['DT', 'VBZ', 'JJ', 'RBS', 'NN', 'IN']",0,1,0,0
127,TurboTax Tax Return App – Max Refund Guaranteed,A Google User,"February 20, 2019",1,FINANCE,2019-04-01,I hate this and will never use turbo tax again ever ,11.0,"['hate', 'never', 'use', 'turbo', 'tax', 'ever']","['i', 'hate', 'this', 'and', 'will', 'never', 'use', 'turbo', 'tax', 'again', 'ever']",i hate thi and will never use turbo tax again ever,"[('i', 'hate'), ('hate', 'this'), ('this', 'and'), ('and', 'will'), ('will', 'never'), ('never', 'use'), ('use', 'turbo'), ('turbo', 'tax'), ('tax', 'again'), ('again', 'ever')]",I hate this and will never use turbo tax again ever ,"['PRP', 'VBP', 'DT', 'CC', 'MD', 'RB', 'VB', 'JJ', 'NN', 'RB', 'RB']",1,1,0,0
128,"Hulu: Stream TV, Movies & more",Sean Schlink,"January 31, 2019",1,ENTERTAINMENT,2019-03-24,Use to be able to use this without any issue for a long time  Just tried to log in and say I need to log in first at my house  never had to do that before  tried my password and still waiting for the after a couple  need to fix the mobile pretty bad hulu ,55.0,"['use', 'able', 'use', 'without', 'issue', 'long', 'time', 'tried', 'log', 'say', 'need', 'log', 'first', 'house', 'never', 'tried', 'password', 'still', 'waiting', 'couple', 'need', 'fix', 'mobile', 'pretty', 'bad', 'hulu']","['use', 'to', 'be', 'able', 'to', 'use', 'this', 'without', 'any', 'issue', 'for', 'a', 'long', 'time', 'just', 'tried', 'to', 'log', 'in', 'and', 'say', 'i', 'need', 'to', 'log', 'in', 'first', 'at', 'my', 'house', 'never', 'had', 'to', 'do', 'that', 'before', 'tried', 'my', 'password', 'and', 'still', 'waiting', 'for', 'the', 'after', 'a', 'couple', 'need', 'to', 'fix', 'the', 'mobile', 'pretty', 'bad', 'hulu']",use to be abl to use thi without ani issu for a long time just tri to log in and say i need to log in first at my hous never had to do that befor tri my password and still wait for the after a coupl need to fix the mobil pretti bad hulu,"[('use', 'to'), ('to', 'be'), ('be', 'able'), ('able', 'to'), ('to', 'use'), ('use', 'this'), ('this', 'without'), ('without', 'any'), ('any', 'issue'), ('issue', 'for'), ('for', 'a'), ('a', 'long'), ('long', 'time'), ('time', 'just'), ('just', 'tried'), ('tried', 'to'), ('to', 'log'), ('log', 'in'), ('in', 'and'), ('and', 'say'), ('say', 'i'), ('i', 'need'), ('need', 'to'), ('to', 'log'), ('log', 'in'), ('in', 'first'), ('first', 'at'), ('at', 'my'), ('my', 'house'), ('house', 'never'), ('never', 'had'), ('had', 'to'), ('to', 'do'), ('do', 'that'), ('that', 'before'), ('before', 'tried'), ('tried', 'my'), ('my', 'password'), ('password', 'and'), ('and', 'still'), ('still', 'waiting'), ('waiting', 'for'), ('for', 'the'), ('the', 'after'), ('after', 'a'), ('a', 'couple'), ('couple', 'need'), ('need', 'to'), ('to', 'fix'), ('fix', 'the'), ('the', 'mobile'), ('mobile', 'pretty'), ('pretty', 'bad'), ('bad', 'hulu')]",Use to be able to use this without any issue for a long time  Just tried to log in and say I need to log in first at my house  never had to do that before  tried my password and still waiting for the after a couple  need to fix the mobile pretty bad hulu ,"['NNP', 'TO', 'VB', 'JJ', 'TO', 'VB', 'DT', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'VBD', 'TO', 'VB', 'IN', 'CC', 'VB', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'JJ', 'IN', 'PRP$', 'NN', 'RB', 'VBD', 'TO', 'VB', 'DT', 'IN', 'JJ', 'PRP$', 'NN', 'CC', 'RB', 'VBG', 'IN', 'DT', 'IN', 'DT', 'NN', 'NN', 'TO', 'VB', 'DT', 'JJ', 'RB', 'JJ', 'NN']",0,2,0,2
129,,Traci Keith,"March 27, 2019",5,FINANCE,2019-05-01,easy to use  very helpful,5.0,"['easy', 'use', 'helpful']","['easy', 'to', 'use', 'very', 'helpful']",easi to use veri help,"[('easy', 'to'), ('to', 'use'), ('use', 'very'), ('very', 'helpful')]",easy to use  very helpful,"['JJ', 'TO', 'VB', 'RB', 'JJ']",0,0,0,0
130,Lose Belly Fat in 30 Days - Flat Stomach,joy baylor,"March 28, 2019",5,HEALTH_AND_FITNESS,2019-05-09,love it  but wish it will to auto play after each without to click any buttons,16.0,"['love', 'wish', 'auto', 'play', 'without', 'click', 'buttons']","['love', 'it', 'but', 'wish', 'it', 'will', 'to', 'auto', 'play', 'after', 'each', 'without', 'to', 'click', 'any', 'button']",love it but wish it will to auto play after each without to click ani button,"[('love', 'it'), ('it', 'but'), ('but', 'wish'), ('wish', 'it'), ('it', 'will'), ('will', 'to'), ('to', 'auto'), ('auto', 'play'), ('play', 'after'), ('after', 'each'), ('each', 'without'), ('without', 'to'), ('to', 'click'), ('click', 'any'), ('any', 'buttons')]",love it  but wish it will to auto play after each without to click any buttons,"['VB', 'PRP', 'CC', 'JJ', 'PRP', 'MD', 'TO', 'NN', 'NN', 'IN', 'DT', 'IN', 'TO', 'VB', 'DT', 'NNS']",1,0,0,0
